id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
5601990024,South Africa,560,1990,Africa,1,24,3.0,11.0,1990.0,3.0,11.0,1990.0,0.0,Soweto,2000-4999,1000s,pan africanist congress supporters,"political behavior, process",,,,ignore,,,,,,,"protesters on opposite sides still defying pretoria the new york times, november 4, 1990, sunday, late edition final, section 1; part 1; page 20; column 1; foreign desk, 521 words, by christopher s. wren, special to the new york times ;","in soweto, nearly 50 miles to the south, several thousand black supporters of the pan africanist congress, which regards whites as settlers who must return the land to its original inhabitants, gathered in a soccer stadium for the funeral of their leader, zephania mothopeng. he died of cancer oct. 23 at the age of 77. the pan africanist congress has accused the african national congress of selling out the country s black majority by agreeing to talk to the government. it says white minority rule can be toppled only by armed struggle, which the african national congress suspended three months ago.",'Soweto',"'Soweto',South Africa",,,,,,,,,,,,,,,,,,,"Soweto, Orlando West, Johannesburg, Gauteng",-26.231389999999976,27.91924000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990025,South Africa,560,1990,Africa,1,25,17.0,11.0,1990.0,17.0,11.0,1990.0,1.0,Johannesburg,100-999,100+,anti apartheid activists,"political behavior, process",,,,crowd dispersal,shootings,,,,,,"police battle blacks in johannesburg; anc intensifies nationwide campaign to end township councils the washington post, november 18, 1990, sunday, final edition, first section; page a33, 718 words, david b. ottaway, washington post foreign service ;","south african police clashed with anti apartheid activists for three hours here today as a campaign to force the collapse of all black township councils accelerated with marches and rallies around the country. riot police and army reinforcements, seeking to disperse groups of demonstrators, opened fire on them repeatedly with birdshot, tear gas and rubber bullets, and also used dogs. protesters pelted police with bottles, stones and chunks of cement from buildings in a four block downtown area. police said 15 people were injured, six of them seriously from gunshot wounds, in the worst outbreak of violence in the city since feb. 2, the day president frederik w. de klerk announced the legalization of all anti apartheid groups. one person thought to have been caught up in the confrontation died in the hospital, police said. the street violence here was touched off by a local magistrate s last minute rejection of a march request after the organizers had reportedly obtained permission from the johannesburg town council and traffic police. given policy response and the amount of damage that the protesters were able to cause, this protest is believed to have at least 100 people.",'Johannesburg',"'Johannesburg',South Africa",,,,,,,,,,,,,,,,,,,"Johannesburg, Gauteng",-26.204909999999927,28.04006000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651990001,Namibia,565,1990,Africa,1,1,21.0,3.0,1990.0,21.0,3.0,1990.0,1.0,Windhoek,1000-1999,1000+,prisoners,"political behavior, process",,,,ignore,,,,,,,"australia s hawke ready for fourth term the toronto star, march 28, 1990, wednesday, final edition, news; pg. a20, 492 words, reuter ;","president sam nujoma of namibia announced a wide ranging amnesty for prisoners yesterday. he said he would pardon or grant remission to all first time offenders except those sentenced for murder, rape, robbery, stock theft and commercial offences carrying sentences of longer than two years. on independence night march 21 more than 1,000 inmates of windhoek prison rioted, in a rampage sparked off by expectations of an amnesty.",'Windhoek',"'Windhoek',Namibia",,,,,,,,,,,,,,,,,,,"Windhoek, Khomas",-22.571589999999958,17.09074000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701990000,Lesotho,570,1990,Africa,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5711990000,Botswana,571,1990,Africa,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721990001,Swaziland,572,1990,Africa,1,1,16.0,11.0,1990.0,16.0,11.0,1990.0,1.0,Mbabane,100-999,400,students,"political behavior, process",,,,beatings,,,,,,,"80 students hurt in clash with police the associated press, november 16, 1995; friday, international news, 123 words ;","police clashed with students at swaziland university, injuring 80 of them in a melee that caused 40,000 in damage, authorities said friday. four of the students were reported in critical condition, university officials told the independent south african press association. the riot wednesday night involved student grievances over campus life, including the quality of food. fighting erupted when a group of about 400 refused to leave the kwaluseni campus peacefully, erected barricades and smashed furniture and windows, the government run south african broadcasting corp. reported.",'Mbabane',"'Mbabane',Swaziland",,,,,,,,,,,,,,,,,,,"Mbabane, Hhohho",-26.326029999999946,31.14110000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801990001,Madagascar,580,1990,Africa,1,1,13.0,5.0,1990.0,13.0,5.0,1990.0,1.0,Antananarivo,100-999,300,coup supporters,"political behavior, process",,,,crowd dispersal,,,,,,,"madagascar troops round up rebels after coup attempt fails the independent london , may 14, 1990, monday, foreign news page; page 10 , 536 words ;","three people were killed and 20 injured in a failed coup attempt in madagascar early yesterday, hospital sources said, after armed rebels seized the national radio station to announce the overthrow of the president, admiral didier ratsiraka. residents said that 4,000 to 5,000 policemen loyal to mr ratsiraka ringed the radio station after the coup announcement, while about 300 protesters responded to the rebel appeal, chanting anti government slogans and stoning police who responded with tear gas. although a coup was going on, the protest is coded as only the 300 people protesting against the government and not the actual coup itself. therefore, the killings that took part against the coup members are not counted as a response to the protest.",'Antananarivo',"'Antananarivo',Madagascar",,,,,,,,,,,,,,,,,,,"Antananarivo, Analamanga",-18.91002999999995,47.527360000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811990001,Comoros,581,1990,Africa,1,1,8.0,1.0,1990.0,8.0,1.0,1990.0,0.0,Moroni,100-999,500,opposition parties supporters,"political behavior, process",,,,accomodation,,,,,,,"comoros delays presidential election xinhua general news service, january 10, 1990, wednesday, 188 words ;","the islamic republic of comoro islands will hold its presidential election on february 18, instead of january 14 as was originally planned. this is a reaction to a demonstration held on monday by 500 people in the capital, moroni, in support of opposition parties which oppose the election plan. the opposition accused the government of making the decision without consulting them.",'Moroni',"'Moroni',Comoros",,,,,,,,,,,,,,,,,,,"Moroni, Grande Comore",-11.692209999999932,43.25918000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811990002,Comoros,581,1990,Africa,1,2,10.0,1.0,1990.0,10.0,1.0,1990.0,1.0,Moroni,100-999,100+,pro democracy demonstrators,"political behavior, process",,,,crowd dispersal,shootings,,,,,,"freedom riots hit comoros herald, january 10, 1990 wednesday, 189 words ;","rioting broke out in the capital of the comoro islands today after police fired over the heads of demonstrators calling for a return to democracy. police also used teargas to break up the demonstrators, who had gathered outside moroni s main mosque in a protest organised by opposition parties. the demonstrators broke into small groups, pillaging government buildings and setting fire to about 10 vehicles. previously banned opposition parties are angry at being excluded from government. the opposition went ahead with today s rally despite a ban and a government announcement that elections would be held on february 18. given the damage done in the city, the response needed to break up the protest, and the connection to the 500 person protest two days earlier, this demonstration is believed to have at least 100 participants.",'Moroni',"'Moroni',Comoros",,,,,,,,,,,,,,,,,,,"Moroni, Grande Comore",-11.692209999999932,43.25918000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901990000,Mauritius,590,1990,Africa,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001990001,Morocco,600,1990,MENA,1,1,14.0,12.0,1990.0,15.0,12.0,1990.0,1.0,Fez,,1000,students,"price increases, tax policy",,,,arrests,,,,,,,"33 dead in 2 day riot in morocco fed by frustration over economy. the new york times, december 17, 1990, monday, late edition final, section a; page 8; column 3; foreign desk;","at least 33 people were killed in two days of rioting over the weekend in this old moroccan city, hospital and morgue officials said today. the official toll, made public today after the second day of rioting, said 5 people had died and 127 were wounded. but hospital and morgue records reported that 13 people died on friday and 20 on saturday. most of the dead brought in on saturday were soldiers, the officials said... rioting erupted during a general strike called to back a list of demands, including a doubling of the minimum wage. during the violence, thousands of people rampaged through the streets, buildings were set afire, guests and staffers were plucked from a burning five star hotel, and cars, buses, banks and shops were attacked.",'Fez',"'Fez',Morocco",,,,,,,,,,,,,,,,,,,Fez,34.041870000000074,-5.000609999999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
